4.856500000000000261e-01,3.092199999999999949e-01,2.051399999999999890e-01,3.809899999999999953e-01,3.862999999999999767e-01,2.327100000000000002e-01,4.187699999999999756e-01,2.992699999999999805e-01,2.819599999999999884e-01
4.753499999999999948e-01,3.002500000000000169e-01,2.244099999999999984e-01,4.355899999999999772e-01,3.466299999999999937e-01,2.177800000000000014e-01,4.350700000000000123e-01,3.003000000000000114e-01,2.646299999999999764e-01
4.527200000000000113e-01,2.992699999999999805e-01,2.480100000000000082e-01,4.513599999999999834e-01,3.198799999999999977e-01,2.287599999999999911e-01,2.811799999999999855e-01,3.785800000000000276e-01,3.402399999999999869e-01
4.280399999999999761e-01,2.988000000000000100e-01,2.731600000000000139e-01,4.461499999999999910e-01,3.026900000000000146e-01,2.511599999999999944e-01,1.907500000000000029e-01,4.333400000000000030e-01,3.759199999999999764e-01
4.149900000000000255e-01,2.939999999999999836e-01,2.910099999999999909e-01,4.220999999999999752e-01,3.151200000000000112e-01,2.627800000000000136e-01,3.751599999999999935e-01,3.331799999999999762e-01,2.916500000000000203e-01
3.864600000000000257e-01,3.008600000000000163e-01,3.126800000000000135e-01,4.068700000000000094e-01,3.069700000000000206e-01,2.861600000000000255e-01,3.884500000000000175e-01,3.126900000000000235e-01,2.988600000000000145e-01
3.710899999999999754e-01,3.068199999999999816e-01,3.220899999999999874e-01,4.136400000000000077e-01,2.749199999999999977e-01,3.114399999999999946e-01,4.346200000000000063e-01,2.966300000000000048e-01,2.687499999999999889e-01
3.549800000000000177e-01,3.117400000000000171e-01,3.332800000000000207e-01,3.921499999999999986e-01,2.810099999999999820e-01,3.268400000000000194e-01,3.500599999999999823e-01,3.410000000000000253e-01,3.089399999999999924e-01
3.197099999999999942e-01,3.433300000000000241e-01,3.369500000000000273e-01,3.501000000000000223e-01,3.034499999999999975e-01,3.464499999999999802e-01,2.831099999999999728e-01,3.692500000000000226e-01,3.476400000000000046e-01
2.809800000000000075e-01,3.643600000000000172e-01,3.546599999999999753e-01,2.957899999999999974e-01,3.577099999999999724e-01,3.464999999999999747e-01,1.369700000000000084e-01,4.528599999999999848e-01,4.101699999999999791e-01
2.811100000000000265e-01,3.584800000000000209e-01,3.604100000000000081e-01,2.770199999999999885e-01,3.424300000000000122e-01,3.805499999999999994e-01,2.736199999999999743e-01,3.406500000000000083e-01,3.857300000000000173e-01
2.601899999999999769e-01,3.655599999999999961e-01,3.742500000000000271e-01,2.495400000000000118e-01,3.465500000000000247e-01,4.039099999999999913e-01,4.706799999999999873e-01,2.560200000000000253e-01,2.732999999999999874e-01
2.383399999999999963e-01,3.574800000000000200e-01,4.041799999999999837e-01,2.401500000000000024e-01,3.465300000000000047e-01,4.133299999999999752e-01,3.198400000000000132e-01,3.203599999999999781e-01,3.598000000000000087e-01
2.385500000000000120e-01,3.465500000000000247e-01,4.148999999999999910e-01,2.195100000000000107e-01,3.458300000000000263e-01,4.346499999999999808e-01,3.129399999999999959e-01,3.074700000000000211e-01,3.795899999999999830e-01
2.154300000000000104e-01,3.303499999999999770e-01,4.542200000000000126e-01,2.361900000000000110e-01,3.164199999999999791e-01,4.473900000000000099e-01,3.422499999999999987e-01,2.825199999999999934e-01,3.752400000000000180e-01
2.151399999999999979e-01,3.472799999999999776e-01,4.375800000000000245e-01,1.899800000000000100e-01,3.331100000000000172e-01,4.769100000000000006e-01,4.377300000000000080e-01,2.573199999999999932e-01,3.049600000000000088e-01
